Id,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-net,hours-per-week,native-country,target
25394,39, Private,184128,7, Divorced, Sales, Other-relative, White, Female,0,40, United-States,0
25395,36, Private,337039,12, Never-married, Tech-support, Not-in-family, Black, Male,14344,40, England,1
25396,66, Private,126511,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,45, United-States,0
25397,34, Local-gov,325792,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
25398,80, ?,91901,9, Married-civ-spouse, ?, Husband, White, Male,0,25, United-States,0
25399,21, Private,119474,9, Never-married, Other-service, Other-relative, White, Female,0,40, United-States,0
25400,40, Private,153238,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1902,32, United-States,1
25401,49, Local-gov,321851,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,30, United-States,0
25402,48, Self-emp-not-inc,108557,10, Divorced, Sales, Not-in-family, White, Female,3325,60, United-States,0
25403,19, State-gov,67217,10, Never-married, Other-service, Not-in-family, White, Male,594,24, United-States,0
25404,42, Private,195508,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,40, United-States,0
25405,59, Private,102193,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,45, United-States,0
25406,63, Private,20323,10, Divorced, Other-service, Not-in-family, White, Female,0,40, United-States,0
25407,26, Private,122206,9, Never-married, Craft-repair, Other-relative, White, Male,0,40, United-States,0
25408,41, Private,200652,5, Divorced, Other-service, Other-relative, White, Female,0,35, United-States,0
25409,42, Private,173590,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-1628,40, United-States,0
25410,19, Private,184121,9, Never-married, Other-service, Own-child, White, Male,0,20, United-States,0
25411,45, Local-gov,53123,7, Married-civ-spouse, Other-service, Wife, White, Female,0,25, United-States,0
25412,47, Private,175990,9, Married-civ-spouse, Other-service, Wife, White, Female,0,30, United-States,1
25413,47, Private,316101,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
25414,34, Private,34080,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, England,0
25415,49, Self-emp-not-inc,219718,13, Married-civ-spouse, Sales, Husband, White, Male,15024,40, United-States,1
25416,36, Private,126954,9, Divorced, Transport-moving, Not-in-family, White, Male,0,40, United-States,0
25417,53, Private,99185,9, Widowed, Craft-repair, Unmarried, White, Male,0,40, United-States,1
25418,21, ?,40052,10, Never-married, ?, Not-in-family, White, Male,-2001,45, United-States,0
25419,39, Private,120074,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
25420,52, Self-emp-not-inc,77336,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
25421,18, Private,60981,10, Never-married, Sales, Own-child, White, Female,2176,35, United-States,0
25422,59, Private,77884,11, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,40, United-States,0
25423,50, Private,65408,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,1
25424,31, Private,173279,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,40, United-States,1
25425,52, ?,318351,10, Married-civ-spouse, ?, Wife, White, Female,0,40, United-States,1
25426,41, Self-emp-not-inc,157686,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,1
25427,45, Private,277434,12, Widowed, Tech-support, Unmarried, White, Male,0,40, United-States,1
25428,54, Local-gov,184620,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,40, United-States,0
25429,22, Private,34443,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,25, United-States,0
25430,50, Private,268553,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,40, United-States,1
25431,20, ?,41356,12, Never-married, ?, Not-in-family, White, Female,0,32, United-States,0
25432,43, Private,459342,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
25433,48, Local-gov,148549,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,0
25434,24, Private,254293,13, Never-married, Exec-managerial, Not-in-family, White, Male,2174,45, United-States,0
25435,54, Private,104501,10, Married-civ-spouse, Sales, Husband, White, Male,15024,40, United-States,1
25436,26, Private,238367,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,40, United-States,0
25437,53, Private,180439,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
25438,51, Self-emp-inc,100029,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,40, United-States,1
25439,54, Private,215990,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1887,44, United-States,1
25440,32, State-gov,111567,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,49, United-States,1
25441,46, Private,319163,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,40, United-States,0
25442,60, ?,160155,13, Married-civ-spouse, ?, Husband, White, Male,0,12, United-States,0
25443,52, Local-gov,378045,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,45, United-States,0
25444,44, Private,177083,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
25445,56, Self-emp-inc,119891,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1672,40, United-States,0
25446,57, Private,127779,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, United-States,0
25447,35, Private,299353,9, Never-married, Other-service, Unmarried, Black, Female,0,40, United-States,0
25448,30, Private,63861,12, Never-married, Tech-support, Not-in-family, White, Female,0,40, United-States,0
25449,29, Private,112403,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,35, United-States,0
25450,49, Private,83610,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,66, United-States,1
25451,28, Private,452808,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
25452,30, Private,176871,10, Separated, Adm-clerical, Unmarried, Black, Female,0,40, United-States,0
25453,45, Private,100651,9, Divorced, Other-service, Not-in-family, White, Male,-1980,40, United-States,0
25454,17, Private,266134,6, Never-married, Other-service, Own-child, White, Male,0,12, United-States,0
25455,54, Local-gov,196307,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,40, United-States,0
25456,31, Private,87891,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,40, United-States,0
25457,54, Private,182314,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1977,50, United-States,1
25458,55, ?,136819,13, Married-civ-spouse, ?, Husband, White, Male,0,40, United-States,0
25459,26, Private,181666,12, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,40, ?,0
25460,37, Private,179671,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,50, United-States,0
25461,34, Private,27494,9, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,48, United-States,1
25462,38, Private,338320,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, Canada,0
25463,51, Private,199688,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,45, United-States,0
25464,41, Private,96635,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,60, United-States,0
25465,24, Private,165064,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,40, United-States,0
25466,56, Self-emp-inc,109856,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,50, United-States,1
25467,33, Private,82393,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,40, United-States,0
25468,31, Private,209538,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
25469,27, Private,209891,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,50, United-States,0
25470,32, Self-emp-not-inc,56026,13, Married-civ-spouse, Sales, Other-relative, White, Male,0,45, United-States,0
25471,35, Private,210844,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,40, Puerto-Rico,0
25472,43, Private,117158,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,45, United-States,1
25473,40, Private,193144,9, Divorced, Other-service, Unmarried, White, Female,0,36, United-States,0
25474,19, Self-emp-not-inc,137578,9, Never-married, Other-service, Own-child, White, Male,0,53, United-States,0
25475,23, Private,234108,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,32, United-States,0
25476,40, Private,155767,9, Separated, Machine-op-inspct, Unmarried, White, Male,0,40, United-States,0
25477,59, Private,110820,9, Divorced, Craft-repair, Not-in-family, White, Male,0,38, United-States,1
25478,43, Private,403276,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
25479,43, Self-emp-not-inc,147269,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,60, ?,0
25480,53, Private,123092,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,40, United-States,0
25481,26, Private,165673,9, Married-civ-spouse, Sales, Husband, White, Male,0,40, United-States,0
25482,68, Self-emp-inc,182131,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,10605,20, United-States,1
25483,41, Private,204415,13, Married-civ-spouse, Sales, Husband, White, Male,0,48, United-States,1
25484,32, Self-emp-not-inc,92531,9, Divorced, Craft-repair, Unmarried, White, Male,0,40, United-States,0
25485,25, State-gov,157028,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,40, United-States,0
25486,20, Private,228649,9, Never-married, Other-service, Own-child, White, Male,0,40, United-States,0
25487,22, Private,147253,10, Never-married, Other-service, Not-in-family, White, Male,0,15, United-States,0
25488,33, Private,160784,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
25489,26, Local-gov,163189,10, Married-civ-spouse, Other-service, Other-relative, White, Male,0,40, United-States,0
25490,29, Private,146343,9, Never-married, Other-service, Unmarried, Black, Female,0,25, United-States,0
25491,20, Private,225811,9, Never-married, Sales, Own-child, White, Female,0,23, United-States,0
25492,68, State-gov,202699,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-2377,42, ?,1
25493,58, Private,374108,10, Divorced, Prof-specialty, Unmarried, White, Female,0,40, United-States,0
25494,32, Private,93930,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,40, United-States,0
25495,23, Private,412248,12, Never-married, Other-service, Not-in-family, White, Female,0,25, United-States,0
25496,30, Private,427474,5, Married-civ-spouse, Other-service, Husband, White, Male,0,40, Mexico,0
25497,67, State-gov,160158,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,8, United-States,0
25498,26, Private,159603,12, Never-married, Adm-clerical, Unmarried, White, Female,0,32, United-States,0
25499,53, Self-emp-not-inc,101017,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,35, United-States,0
25500,27, Local-gov,163862,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,60, United-States,0
25501,29, Without-pay,212588,10, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,65, United-States,0
25502,38, State-gov,321943,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,1
25503,17, Private,317702,5, Never-married, Other-service, Own-child, Black, Female,0,40, United-States,0
25504,48, Private,287480,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,40, United-States,1
25505,52, Private,135607,10, Widowed, Other-service, Unmarried, Black, Female,0,40, ?,0
25506,28, Private,168514,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,40, United-States,0
25507,18, Private,88642,10, Never-married, Sales, Own-child, White, Male,0,15, United-States,0
25508,28, Private,227104,10, Divorced, Sales, Not-in-family, White, Male,0,30, United-States,0
25509,34, Private,157289,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
25510,62, Private,213321,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,1
25511,46, Private,294907,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, Mexico,0
25512,30, Private,251411,10, Divorced, Adm-clerical, Unmarried, White, Female,0,40, United-States,0
25513,20, Private,183594,10, Never-married, Transport-moving, Own-child, White, Male,0,40, United-States,0
25514,29, Private,189565,9, Never-married, Exec-managerial, Not-in-family, White, Male,2174,50, United-States,0
25515,55, Private,217802,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,25, United-States,0
25516,20, Private,388156,10, Never-married, Prof-specialty, Own-child, White, Male,0,24, United-States,0
25517,54, Private,447555,6, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,40, United-States,0
25518,27, Private,204098,6, Never-married, Craft-repair, Not-in-family, White, Male,0,30, United-States,0
25519,43, Private,193882,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,55, United-States,0
25520,17, ?,89870,6, Never-married, ?, Own-child, White, Male,0,40, United-States,0
25521,48, State-gov,49595,14, Divorced, Protective-serv, Not-in-family, White, Male,0,72, United-States,0
25522,34, Private,228873,13, Never-married, Exec-managerial, Own-child, White, Male,0,40, United-States,0
25523,66, ?,108185,5, Married-civ-spouse, ?, Husband, Black, Male,0,40, United-States,0
25524,29, Private,176027,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,40, United-States,0
25525,43, ?,405374,10, Separated, ?, Not-in-family, Black, Male,0,40, United-States,0
25526,37, Private,39606,11, Divorced, Sales, Unmarried, White, Female,0,40, United-States,0
25527,56, Private,178353,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,1
25528,58, Private,160662,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
25529,54, Self-emp-inc,196328,13, Married-civ-spouse, Sales, Husband, Black, Male,0,40, Jamaica,0
25530,45, Private,20534,10, Separated, Craft-repair, Not-in-family, White, Male,0,41, United-States,0
25531,29, Self-emp-inc,156815,9, Married-civ-spouse, Other-service, Husband, White, Male,0,40, United-States,0
25532,26, Private,360252,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,40, United-States,0
25533,43, Private,245056,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,40, United-States,1
25534,33, Local-gov,422718,9, Married-civ-spouse, Other-service, Husband, White, Male,0,40, United-States,0
25535,45, Self-emp-not-inc,118081,10, Married-civ-spouse, Other-service, Husband, White, Male,3103,42, United-States,0
25536,25, Private,262978,10, Never-married, Sales, Not-in-family, White, Male,0,30, United-States,0
25537,25, Private,187577,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
25538,69, ?,259323,15, Divorced, ?, Not-in-family, White, Male,0,5, United-States,0
25539,37, Private,160920,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,40, United-States,0
25540,20, Private,194247,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,25, United-States,0
25541,39, Private,134367,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,-1977,24, United-States,1
25542,17, Private,123335,6, Never-married, Sales, Own-child, White, Female,0,20, United-States,0
25543,27, Local-gov,332249,9, Never-married, Farming-fishing, Own-child, White, Male,0,40, United-States,0
25544,26, Private,358124,9, Never-married, Other-service, Other-relative, Black, Female,0,40, United-States,0
25545,55, Private,208019,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, Mexico,0
25546,39, Private,318452,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,60, United-States,0
25547,41, Private,207779,9, Separated, Other-service, Not-in-family, White, Female,0,40, United-States,0
25548,34, Private,238376,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, Mexico,0
25549,51, Private,673764,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,1
25550,67, State-gov,239705,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,12, ?,0
25551,40, Private,133974,10, Divorced, Machine-op-inspct, Own-child, White, Male,0,40, United-States,0
25552,58, Private,138285,12, Married-civ-spouse, Craft-repair, Husband, White, Male,-1740,40, United-States,0
25553,23, Private,152140,9, Never-married, Sales, Not-in-family, White, Female,0,40, United-States,0
25554,45, Local-gov,287920,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,50, United-States,1
25555,51, Private,289572,13, Married-civ-spouse, Sales, Husband, White, Male,7688,50, United-States,1
25556,43, State-gov,78765,10, Divorced, Exec-managerial, Unmarried, White, Male,0,40, United-States,0
25557,25, State-gov,99076,13, Never-married, Other-service, Not-in-family, White, Female,2597,50, United-States,0
25558,36, Self-emp-not-inc,224886,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,2407,40, United-States,0
25559,58, Private,206532,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,50, United-States,0
25560,33, Private,129529,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,40, United-States,0
25561,60, Local-gov,202473,11, Married-civ-spouse, Other-service, Husband, White, Male,0,40, United-States,0
25562,24, Private,162312,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,40, South,0
25563,45, Private,72844,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,46, United-States,0
25564,49, Private,206947,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
25565,19, Private,64112,8, Never-married, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
25566,34, State-gov,20057,10, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,38, Philippines,0
25567,42, State-gov,222884,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,40, United-States,0
25568,25, Private,132683,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,50, United-States,0
25569,73, ?,177773,9, Married-civ-spouse, ?, Husband, White, Male,0,15, United-States,0
25570,59, Self-emp-not-inc,144071,3, Married-civ-spouse, Other-service, Husband, White, Male,2580,15, El-Salvador,0
25571,28, Private,148429,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2885,40, United-States,0
25572,19, Private,168601,7, Never-married, Other-service, Other-relative, White, Male,0,30, United-States,0
25573,31, State-gov,78291,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,40, United-States,0
25574,58, Federal-gov,243929,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,48, United-States,0
25575,21, Private,215039,9, Never-married, Craft-repair, Own-child, White, Male,0,13, ?,0
25576,47, Self-emp-not-inc,185673,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,1
25577,30, Private,121142,13, Never-married, Sales, Not-in-family, White, Male,0,40, United-States,1
25578,41, Private,173858,4, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,40, China,0
25579,59, ?,87247,6, Divorced, ?, Not-in-family, White, Female,0,40, England,0
25580,43, Private,334991,10, Separated, Transport-moving, Unmarried, White, Male,4934,51, United-States,1
25581,48, Private,93476,9, Separated, Adm-clerical, Not-in-family, White, Female,-2001,40, United-States,0
25582,44, Private,174283,13, Married-civ-spouse, Sales, Husband, White, Male,0,50, United-States,1
25583,44, Private,128676,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,40, United-States,0
25584,24, Private,205844,13, Never-married, Exec-managerial, Own-child, Black, Female,0,40, United-States,0
25585,28, Private,62535,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,43, United-States,0
25586,50, Private,240612,9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,10, United-States,0
25587,33, Private,176992,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
25588,23, Local-gov,254127,13, Never-married, Prof-specialty, Other-relative, White, Female,0,50, United-States,0
25589,30, ?,138744,9, Never-married, ?, Own-child, White, Male,0,40, United-States,0
25590,46, Private,128460,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,40, United-States,0
25591,21, State-gov,56582,10, Never-married, Tech-support, Own-child, White, Male,0,10, United-States,0
25592,52, Private,153751,5, Separated, Other-service, Not-in-family, Black, Female,0,30, United-States,0
25593,26, Private,284343,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,50, United-States,0
25594,27, State-gov,312692,13, Never-married, Tech-support, Not-in-family, White, Male,0,12, United-States,0
25595,28, Private,111520,7, Never-married, Machine-op-inspct, Unmarried, White, Female,0,40, Nicaragua,0
25596,50, Self-emp-inc,304955,13, Married-civ-spouse, Sales, Husband, White, Male,0,60, United-States,1
25597,28, Private,288598,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,35, United-States,0
25598,61, Self-emp-not-inc,117387,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,20, United-States,0
25599,32, Private,230484,4, Separated, Sales, Unmarried, White, Female,0,35, United-States,0
25600,30, Federal-gov,319280,10, Never-married, Craft-repair, Not-in-family, White, Male,0,40, United-States,0
25601,51, Local-gov,186416,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,40, United-States,0
25602,40, Local-gov,147372,10, Never-married, Protective-serv, Not-in-family, White, Male,-2444,40, United-States,1
25603,36, Private,145933,9, Never-married, Exec-managerial, Not-in-family, White, Male,-2258,70, United-States,0
25604,28, Private,110164,10, Divorced, Other-service, Other-relative, Black, Male,0,24, United-States,0
25605,49, Private,225454,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,45, United-States,1
25606,61, Self-emp-not-inc,220342,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,30, United-States,0
25607,41, Self-emp-not-inc,144002,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,60, United-States,1
25608,55, Private,225365,9, Widowed, Other-service, Unmarried, White, Female,0,30, United-States,0
25609,36, Private,187983,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,40, United-States,0
25610,21, Private,89991,10, Never-married, Adm-clerical, Own-child, White, Female,0,40, United-States,0
25611,57, Self-emp-not-inc,225913,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,45, United-States,1
25612,49, Self-emp-inc,229737,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,37, United-States,1
25613,59, Private,145574,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,40, United-States,0
25614,41, Private,274363,10, Separated, Sales, Not-in-family, White, Male,0,80, United-States,1
25615,59, Private,365390,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
25616,20, Private,266467,9, Never-married, Other-service, Own-child, White, Male,0,25, United-States,0
25617,42, Private,183384,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,40, United-States,0
25618,41, Local-gov,112797,14, Divorced, Prof-specialty, Unmarried, White, Female,0,60, United-States,0
25619,45, Federal-gov,76008,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,50, United-States,1
25620,36, Private,156780,9, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,40, ?,0
25621,42, Local-gov,186909,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,45, United-States,1
25622,25, Private,25497,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,40, United-States,0
25623,45, Private,102771,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-1887,40, United-States,1
25624,58, Self-emp-not-inc,248841,9, Married-civ-spouse, Sales, Husband, White, Male,15024,40, United-States,1
25625,39, Private,30916,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,0
25626,34, Private,123270,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,40, United-States,1
25627,22, Self-emp-not-inc,210165,10, Never-married, Craft-repair, Not-in-family, White, Male,0,40, United-States,0
25628,44, Private,222596,9, Divorced, Tech-support, Not-in-family, White, Male,0,50, United-States,1
25629,53, Self-emp-inc,188067,10, Widowed, Sales, Unmarried, White, Female,0,40, United-States,0
25630,22, Private,119592,12, Never-married, Handlers-cleaners, Not-in-family, Black, Male,-2824,40, ?,1
25631,27, Private,250314,5, Married-civ-spouse, Protective-serv, Husband, White, Male,0,40, Guatemala,0
25632,60, Private,205934,9, Separated, Other-service, Not-in-family, White, Female,0,25, United-States,0
25633,46, Private,186172,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,40, United-States,1
25634,56, Self-emp-inc,98418,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,40, United-States,1
25635,36, Private,329980,13, Never-married, Exec-managerial, Not-in-family, White, Male,27828,40, United-States,1
25636,56, Private,147653,9, Divorced, Adm-clerical, Unmarried, White, Female,0,32, United-States,0
25637,35, ?,195946,10, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,40, Philippines,1
25638,29, Self-emp-inc,168221,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-1740,70, United-States,0
25639,19, Private,151801,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,39, United-States,0
25640,38, Private,177154,9, Married-civ-spouse, Other-service, Husband, White, Male,0,40, United-States,0
25641,40, Federal-gov,73883,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,40, United-States,1
25642,52, Private,175714,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,55, United-States,1
25643,22, Private,43535,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,40, United-States,0
25644,32, State-gov,104509,9, Divorced, Other-service, Not-in-family, White, Female,0,25, United-States,0
25645,27, Private,118230,13, Never-married, Exec-managerial, Own-child, White, Female,0,40, United-States,0
25646,25, Private,152046,13, Never-married, Prof-specialty, Own-child, White, Female,0,40, Guatemala,0
25647,36, Private,52327,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,40, Iran,1
25648,22, Private,218886,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,40, United-States,0
25649,32, Self-emp-not-inc,84119,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,45, United-States,0
25650,37, Private,189674,13, Separated, Exec-managerial, Unmarried, Black, Female,0,40, United-States,0
25651,22, Private,222993,9, Never-married, Prof-specialty, Own-child, White, Male,0,54, United-States,0
25652,29, Private,47429,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,40, United-States,1
25653,42, Private,144995,1, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,25, United-States,0
25654,45, Private,187969,11, Never-married, Sales, Not-in-family, White, Female,0,38, United-States,0
25655,33, Private,288398,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,45, United-States,0
25656,39, Private,114591,10, Separated, Prof-specialty, Unmarried, White, Female,0,40, United-States,0
25657,27, Private,167737,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,45, United-States,0
25658,53, Local-gov,248834,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,50, United-States,1
25659,30, Private,165686,13, Never-married, Other-service, Not-in-family, White, Female,0,40, United-States,0
25660,52, Self-emp-not-inc,40200,10, Widowed, Craft-repair, Not-in-family, Black, Male,0,35, United-States,0
25661,43, Self-emp-inc,117158,13, Married-civ-spouse, Sales, Husband, White, Male,15024,60, United-States,1
25662,47, Local-gov,216657,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,35, United-States,1
25663,61, Private,124242,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,40, India,0
25664,39, Local-gov,239119,14, Divorced, Prof-specialty, Not-in-family, Black, Male,0,40, Dominican-Republic,0
25665,47, Private,190072,10, Divorced, Sales, Unmarried, White, Male,0,50, United-States,0
25666,19, Private,378114,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,25, United-States,0
25667,37, Private,236990,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,40, United-States,0
25668,31, Private,101761,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,51, United-States,0
25669,69, Self-emp-not-inc,37745,11, Married-civ-spouse, Sales, Husband, White, Male,0,8, United-States,0
25670,22, ?,424494,10, Never-married, ?, Own-child, White, Male,0,25, United-States,0
25671,29, Private,130438,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,40, United-States,0
25672,24, Private,100605,10, Never-married, Machine-op-inspct, Own-child, Other, Male,0,14, United-States,0
25673,42, Private,220776,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,40, Poland,0
25674,30, Local-gov,154950,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,72, United-States,1
